Location_id,LSOA_of_Accident_Location,Longitude,Latitude,Urban_or_Rural_Area,CityID
207,E01002903,-0.164084,51.489214,1,17
208,E01002844,-0.170814,51.486622,1,10
209,E01002839,-0.190661,51.494663,1,47
210,E01002902,-0.156451,51.489184,1,25
211,E01002878,-0.211185,51.518719,1,58
212,E01002840,-0.176061,51.481488,2,8
213,E01002848,-0.200105,51.49265,1,8
214,E01002854,-0.201543,51.521988,1,22
215,E01002818,-0.159011,51.500735,1,58
216,E01002849,-0.191113,51.490534,1,63
217,E01002851,-0.194844,51.494548,1,71
218,E01002835,-0.184506,51.493669,1,13
219,E01002817,-0.198024,51.497924,1,3
220,E01002884,-0.197289,51.509243,1,59
221,E01004688,-0.179583,51.497909,1,49
222,E01002871,-0.209082,51.506187,1,12
223,E01002843,-0.185761,51.480199,1,50
224,E01002840,-0.173445,51.482076,1,44
225,E01002852,-0.215085,51.525882,1,15
226,E01002897,-0.185773,51.483527,1,32
227,E01002819,-0.167942,51.497188,1,57
228,E01002901,-0.15475,51.484931,2,43
229,E01002901,-0.154606,51.484929,2,11
230,E01002841,-0.179457,51.479382,1,33
231,E01002832,-0.204556,51.51502,1,20
232,E01002902,-0.155861,51.489535,1,76
233,E01002864,-0.205441,51.499836,1,17
234,E01002890,-0.183737,51.498513,1,36
235,E01002852,-0.223867,51.529882,1,34
236,E01002863,-0.157094,51.49468,1,82
237,E01002913,-0.186385,51.482637,1,10
238,E01002889,-0.189498,51.502199,1,53
239,E01004688,-0.179933,51.499983,1,54
240,E01002831,-0.206333,51.517475,1,77
241,E01002843,-0.184153,51.480804,1,21
242,E01002864,-0.201322,51.498334,1,37
243,E01002900,-0.160112,51.484116,2,14
244,E01002828,-0.203416,51.507359,1,79
245,E01002828,-0.203693,51.507633,1,18
246,E01002912,-0.182693,51.484918,1,69
247,E01002900,-0.159385,51.484284,1,58
248,E01002902,-0.157498,51.491809,1,44
249,E01002852,-0.215489,51.526608,1,70
250,E01002893,-0.187451,51.484812,1,36
251,E01004689,-0.158809,51.502171,1,78
252,E01002852,-0.215359,51.526246,1,57
253,E01002894,-0.190001,51.489527,1,56
254,E01002874,-0.208445,51.51508,1,64
255,E01002882,-0.201658,51.511739,1,11
256,E01002903,-0.165837,51.488612,1,63
257,E01002820,-0.174245,51.498096,1,51
258,E01002821,-0.174525,51.494683,1,12
259,E01002856,-0.211564,51.520073,1,13
260,E01004689,-0.163518,51.499727,1,41
261,E01002899,-0.166571,51.488264,1,40
262,E01002844,-0.170375,51.486795,1,58
263,E01002897,-0.185935,51.48308,1,32
264,E01002863,-0.161503,51.496098,1,34
265,E01002894,-0.192487,51.488576,1,31
266,E01002910,-0.174104,51.487212,1,70
267,E01002861,-0.161579,51.490614,1,41
268,E01002836,-0.184283,51.492047,1,47
269,E01002890,-0.183914,51.497706,1,3
270,E01002818,-0.159648,51.499216,1,45
271,E01002873,-0.213705,51.505898,1,27
272,E01004669,-0.149824,51.485663,1,50
273,E01002878,-0.214843,51.517336,1,21
274,E01002876,-0.226139,51.519665,1,29
275,E01002868,-0.206026,51.506949,1,45
276,E01002858,-0.166827,51.492674,1,60
277,E01002844,-0.167349,51.48324,1,65
278,E01002866,-0.211878,51.501014,1,74
279,E01002898,-0.183184,51.490681,1,84
280,E01002819,-0.167499,51.497451,1,54
281,E01002818,-0.159277,51.501279,1,2
282,E01002889,-0.193004,51.500994,1,25
283,E01002852,-0.215377,51.525797,1,77
284,E01002911,-0.177288,51.483215,1,10
285,E01002859,-0.157893,51.492714,1,28
286,E01002834,-0.188001,51.492734,1,51
287,E01002842,-0.177093,51.480874,1,37
288,E01002818,-0.159282,51.497592,1,38
289,E01002875,-0.206531,51.512443,1,45
290,E01002819,-0.169555,51.496494,1,7
291,E01002831,-0.206477,51.517478,1,6
292,E01002844,-0.16763,51.483424,1,7
293,E01002840,-0.174003,51.482535,1,13
294,E01002871,-0.209869,51.508177,1,30
295,E01002814,-0.205859,51.496515,1,17
296,E01002845,-0.176241,51.484188,1,54
297,E01002871,-0.203251,51.507896,1,56
298,E01002848,-0.200393,51.492655,1,61
299,E01002835,-0.181929,51.493269,1,55
300,E01002892,-0.179104,51.495473,1,82
301,E01002819,-0.166178,51.49806,1,76
302,E01002815,-0.195564,51.494559,1,5
303,E01002882,-0.203032,51.513468,1,67
304,E01002895,-0.181366,51.485707,1,48
305,E01002840,-0.176205,51.48149,1,68
306,E01002902,-0.155861,51.489535,1,15
307,E01002817,-0.202731,51.495478,1,17
308,E01002837,-0.18304,51.490678,1,50
309,E01002844,-0.167342,51.48342,1,43
310,E01002902,-0.155861,51.489535,1,75
311,E01002873,-0.214565,51.506001,1,70
312,E01002854,-0.201827,51.522083,1,61
313,E01002852,-0.215218,51.526154,1,12
314,E01002855,-0.205658,51.519983,1,82
315,E01002817,-0.196074,51.499872,1,27
316,E01002893,-0.189194,51.488076,1,59
317,E01002912,-0.184906,51.483603,1,76
318,E01002843,-0.184445,51.480718,1,81
319,E01002834,-0.187302,51.492183,1,25
320,E01002840,-0.173589,51.482079,1,66
321,E01002848,-0.199691,51.492194,1,75
322,E01002884,-0.196765,51.511573,1,35
323,E01002878,-0.210356,51.517807,1,8
324,E01002821,-0.170285,51.496235,1,23
325,E01002889,-0.185618,51.501959,1,31
326,E01002840,-0.17827,51.480263,1,19
327,E01002902,-0.156753,51.492426,1,81
328,E01002854,-0.206827,51.523238,1,55
329,E01004688,-0.180167,51.501335,1,14
330,E01002892,-0.179108,51.495384,1,35
331,E01002866,-0.21034,51.499821,1,73
332,E01002843,-0.183279,51.48106,1,84
333,E01002843,-0.18153,51.481572,1,9
334,E01002849,-0.190292,51.489442,1,32
335,E01002817,-0.198122,51.499095,1,14
336,E01002817,-0.198119,51.499184,1,28
337,E01002912,-0.182697,51.484828,1,83
338,E01002912,-0.185791,51.483077,1,59
339,E01002841,-0.178561,51.480177,1,80
340,E01004669,-0.149964,51.485755,1,79
341,E01002835,-0.184751,51.494752,1,16
342,E01002877,-0.217319,51.516654,1,2
343,E01002889,-0.188487,51.502273,1,9
344,E01004669,-0.149964,51.485755,1,82
345,E01002840,-0.178126,51.480261,1,74
346,E01002817,-0.197679,51.499358,1,49
347,E01002875,-0.20448,51.509624,1,13
348,E01002840,-0.17827,51.480263,1,4
349,E01002884,-0.197423,51.509515,1,56
350,E01002879,-0.209404,51.516353,1,70
351,E01002869,-0.212862,51.505345,1,60
352,E01002867,-0.205856,51.496605,1,16
353,E01002860,-0.165264,51.495707,1,69
354,E01002831,-0.20953,51.516805,1,54
355,E01002834,-0.187443,51.492275,1,3
356,E01002831,-0.209674,51.516807,1,38
357,E01002821,-0.174709,51.493697,1,20
358,E01002826,-0.191086,51.502134,1,43
359,E01002852,-0.214062,51.526226,1,45
360,E01002840,-0.173592,51.481989,1,37
361,E01002876,-0.224972,51.520007,1,82
362,E01002814,-0.198921,51.493441,1,26
363,E01002848,-0.19955,51.492102,1,71
364,E01002813,-0.194856,51.497875,1,52
365,E01002843,-0.185761,51.480199,1,62
366,E01002818,-0.16228,51.498269,1,3
367,E01001952,-0.210276,51.472033,1,51
368,E01002867,-0.209922,51.499455,1,5
369,E01002877,-0.217463,51.516656,1,28
370,E01004692,-0.170206,51.50181,1,54
371,E01002886,-0.199248,51.514399,1,41
372,E01002845,-0.175802,51.484361,1,64
373,E01002825,-0.193731,51.500826,1,72
374,E01002818,-0.159007,51.500825,1,52
375,E01002833,-0.205297,51.514492,1,5
376,E01002873,-0.214895,51.504927,1,34
377,E01002826,-0.19136,51.502498,1,52
378,E01002844,-0.17111,51.486446,1,35
379,E01002841,-0.181591,51.480045,1,9
380,E01002880,-0.21766,51.51531,1,1
381,E01002878,-0.210496,51.517899,1,17
382,E01002863,-0.157421,51.497293,1,42
383,E01002850,-0.191385,51.494584,1,18
384,E01002876,-0.220728,51.517965,1,83
385,E01002900,-0.163876,51.483635,2,25
386,E01002889,-0.186906,51.502159,1,67
387,E01002895,-0.181992,51.488054,1,70
388,E01002845,-0.176093,51.484276,1,16
389,E01002877,-0.217463,51.516656,1,66
390,E01002866,-0.208422,51.500961,1,82
391,E01002821,-0.173046,51.495649,1,4
392,E01002824,-0.1944,51.505782,1,9
393,E01002856,-0.209903,51.518339,1,81
394,E01002862,-0.168533,51.493241,1,64
395,E01002902,-0.16217,51.490263,1,65
396,E01002844,-0.167342,51.48342,1,82
397,E01002877,-0.217871,51.517292,1,43
398,E01002867,-0.206702,51.497068,1,32
399,E01002854,-0.206834,51.523059,1,31
400,E01004669,-0.14982,51.485753,1,80
401,E01002840,-0.173445,51.482076,1,43
402,E01002821,-0.173874,51.496561,1,81
403,E01002878,-0.21063,51.518171,1,27
404,E01002819,-0.165289,51.498675,1,20
405,E01002813,-0.192336,51.496038,1,10
406,E01002840,-0.173308,51.481894,1,5
407,E01002821,-0.172625,51.495373,1,83
408,E01002874,-0.208445,51.51508,1,18
409,E01002832,-0.203453,51.513744,1,45
410,E01002839,-0.189513,51.494556,1,65
411,E01002866,-0.2102,51.499729,1,49
412,E01002870,-0.217955,51.511448,1,46
413,E01002841,-0.183422,51.477465,1,25
414,E01002841,-0.180285,51.480294,1,32
415,E01002861,-0.16489,51.490666,1,69
416,E01002910,-0.176936,51.488425,1,64
417,E01002900,-0.157939,51.484442,1,27
418,E01002905,-0.214006,51.523977,1,82
419,E01002878,-0.210626,51.51826,1,76
420,E01002859,-0.158397,51.494521,1,31
421,E01002878,-0.211185,51.518719,1,16
422,E01002912,-0.185349,51.48334,1,19
423,E01002838,-0.177559,51.490863,1,6
424,E01002901,-0.150835,51.485589,2,36
425,E01002909,-0.216388,51.518348,1,64
426,E01002815,-0.195567,51.494469,1,31
427,E01002820,-0.173986,51.497372,1,5
428,E01002908,-0.224516,51.52063,1,1
429,E01002889,-0.187767,51.502262,1,67
430,E01002848,-0.200249,51.492652,1,44
431,E01002874,-0.20776,51.51417,1,29
432,E01002819,-0.167787,51.497455,1,3
433,E01002849,-0.190292,51.489442,1,77
434,E01002911,-0.175475,51.485345,1,35
435,E01002831,-0.206224,51.516575,1,40
436,E01002860,-0.163518,51.49613,1,28
437,E01002863,-0.159012,51.497138,1,35
438,E01002818,-0.160559,51.501659,1,23
439,E01002835,-0.182473,51.494087,1,58
440,E01002844,-0.172887,51.485215,1,57
441,E01002875,-0.206531,51.512443,1,18
442,E01002835,-0.183088,51.493107,1,2
443,E01002893,-0.190114,51.486651,1,59
444,E01002859,-0.158786,51.492009,1,76
445,E01002834,-0.187302,51.492183,1,68
446,E01002835,-0.181206,51.493348,1,19
447,E01002817,-0.201325,51.498244,1,13
448,E01002861,-0.165038,51.490578,1,41
449,E01002827,-0.196,51.509044,1,31
450,E01002812,-0.19222,51.495317,1,54
451,E01002886,-0.199244,51.514489,1,11
452,E01002867,-0.204539,51.497125,1,48
453,E01002914,-0.172207,51.491409,1,56
454,E01002849,-0.191527,51.49099,1,27
455,E01002821,-0.175069,51.495501,1,25
456,E01002845,-0.176536,51.484013,1,30
457,E01002902,-0.157609,51.49262,1,52
458,E01002859,-0.161378,51.492049,1,70
459,E01002893,-0.185572,51.484962,1,57
460,E01002850,-0.193914,51.492555,1,75
461,E01002898,-0.183184,51.490681,1,82
462,E01002894,-0.191796,51.487846,1,79
463,E01002873,-0.21198,51.505781,1,17
464,E01002835,-0.178524,51.491957,1,75
465,E01002912,-0.184312,51.484044,1,84
466,E01002823,-0.171686,51.493649,1,59
467,E01002869,-0.215945,51.503863,1,76
468,E01002818,-0.157374,51.498461,1,18
469,E01002900,-0.158662,51.484363,1,21
470,E01002900,-0.158662,51.484363,1,59
471,E01002818,-0.158878,51.500463,1,56
472,E01002891,-0.180102,51.499356,1,44
473,E01002813,-0.196669,51.495745,1,48
474,E01002910,-0.176936,51.488425,1,13
475,E01002843,-0.183423,51.481062,1,46
476,E01002866,-0.212303,51.5012,1,61
477,E01002844,-0.171401,51.486361,1,47
478,E01002847,-0.196696,51.491429,1,12
479,E01002878,-0.215545,51.517796,1,44
480,E01002901,-0.150108,51.485757,2,52
481,E01002889,-0.191539,51.501601,1,48
482,E01002875,-0.206531,51.512443,1,51
483,E01002839,-0.185525,51.493415,1,43
484,E01002818,-0.160148,51.501113,1,33
485,E01002839,-0.184099,51.493033,1,30
486,E01002850,-0.189869,51.492852,1,10
487,E01002840,-0.173448,51.481986,1,67
488,E01002878,-0.215907,51.515913,1,2
489,E01002819,-0.168824,51.496752,1,15
490,E01002855,-0.206399,51.519455,1,64
491,E01002906,-0.220679,51.52291,1,69
492,E01002819,-0.16706,51.497624,1,2
493,E01002896,-0.185014,51.484504,1,74
494,E01002900,-0.164164,51.48364,2,52
495,E01002891,-0.180077,51.499985,1,36
496,E01002906,-0.21908,51.523245,1,9
497,E01002827,-0.194258,51.509377,1,71
498,E01002815,-0.195564,51.494559,1,65
499,E01002880,-0.217723,51.513692,1,26
500,E01002869,-0.214685,51.502945,1,49
501,E01002832,-0.20157,51.513985,1,24
502,E01002844,-0.171401,51.486361,1,83
503,E01002821,-0.171603,51.495716,1,49
504,E01002884,-0.197149,51.509151,1,81
505,E01002887,-0.183157,51.494997,1,62
506,E01002849,-0.191461,51.48901,1,34
507,E01002873,-0.216195,51.504856,1,71
508,E01002827,-0.195428,51.508945,1,11
509,E01002831,-0.209948,51.517171,1,41
510,E01002817,-0.201034,51.49833,1,46
511,E01002831,-0.209674,51.516807,1,50
512,E01002894,-0.191465,51.48892,1,25
513,E01002887,-0.183013,51.494995,1,68
514,E01002901,-0.162516,51.485233,1,18
515,E01002871,-0.203254,51.507806,1,9
516,E01002820,-0.177812,51.495363,1,15
517,E01001852,-0.216803,51.504056,1,39
518,E01002831,-0.210229,51.517355,1,57
519,E01002869,-0.215106,51.503221,1,51
520,E01002899,-0.168036,51.487657,1,19
521,E01002840,-0.173301,51.482074,1,83
522,E01002818,-0.159429,51.497504,1,1
523,E01002871,-0.210536,51.505849,1,67
524,E01002871,-0.203936,51.508806,1,73
525,E01002905,-0.21415,51.52398,1,26
526,E01002900,-0.162426,51.483882,1,63
527,E01002834,-0.18745,51.492096,1,20
528,E01002861,-0.162022,51.490351,1,79
529,E01002822,-0.174565,51.490097,1,19
530,E01002844,-0.16763,51.483424,1,21
531,E01002914,-0.170131,51.489309,1,75
532,E01002835,-0.180702,51.495139,1,37
533,E01002840,-0.173733,51.482081,1,75
534,E01002884,-0.197752,51.512128,1,9
535,E01002883,-0.200778,51.508488,1,19
536,E01002818,-0.159156,51.49714,1,50
537,E01002848,-0.198564,51.491548,1,39
538,E01002913,-0.182498,51.482577,1,50
539,E01002912,-0.185942,51.4829,1,81
540,E01002866,-0.210344,51.499731,1,47
541,E01002905,-0.214006,51.523977,1,24
542,E01002814,-0.202071,51.493939,1,58
543,E01002814,-0.202071,51.493939,1,20
544,E01002913,-0.186053,51.480114,1,16
545,E01002879,-0.209404,51.516353,1,48
546,E01002843,-0.18153,51.481572,1,62
547,E01002900,-0.15895,51.484368,1,33
548,E01002911,-0.177609,51.486008,1,5
549,E01002841,-0.17972,51.480016,1,63
550,E01002822,-0.174417,51.490185,1,39
551,E01004689,-0.162485,51.50034,1,28
552,E01002905,-0.213736,51.523524,1,60
553,E01002834,-0.187302,51.492183,1,13
554,E01002910,-0.176936,51.488425,1,59
555,E01002914,-0.16972,51.488763,1,10
556,E01002813,-0.197891,51.497652,1,44
557,E01002866,-0.210593,51.500724,1,14
558,E01002820,-0.179125,51.491337,1,66
559,E01002878,-0.210222,51.517535,1,11
560,E01002850,-0.193911,51.492645,1,75
561,E01002891,-0.180455,51.50134,1,28
562,E01002855,-0.208254,51.519933,1,31
563,E01002911,-0.176356,51.484909,1,79
564,E01002885,-0.192368,51.509797,1,28
565,E01002850,-0.190423,51.493401,1,77
566,E01002818,-0.162784,51.500075,1,16
567,E01002902,-0.156156,51.48936,1,70
568,E01002854,-0.205984,51.522686,1,15
569,E01002889,-0.190226,51.50203,1,17
570,E01002867,-0.2087,51.497548,1,24
571,E01002889,-0.187194,51.502163,1,53
572,E01002869,-0.214263,51.502669,1,63
573,E01002837,-0.18014,51.491173,1,11
574,E01002814,-0.20352,51.497379,1,64
575,E01002820,-0.179125,51.491337,1,58
576,E01002865,-0.196218,51.499875,1,50
577,E01002828,-0.199643,51.508021,1,47
578,E01002821,-0.173608,51.496017,1,49
579,E01002894,-0.192487,51.488576,1,20
580,E01002835,-0.182729,51.4949,1,57
581,E01002891,-0.181607,51.501358,1,48
582,E01002824,-0.192377,51.50593,1,50
583,E01002871,-0.208207,51.506443,1,1
584,E01002878,-0.215545,51.517796,1,18
585,E01002854,-0.20584,51.522684,1,26
586,E01002899,-0.168036,51.487657,1,12
587,E01002835,-0.182876,51.494813,1,4
588,E01002910,-0.175335,51.48885,1,14
589,E01002824,-0.193993,51.505146,1,3
590,E01002894,-0.191328,51.488738,1,29
591,E01002855,-0.208163,51.52227,1,1
592,E01002817,-0.201325,51.498244,1,74
593,E01002827,-0.191936,51.50979,1,21
594,E01002826,-0.192595,51.504045,1,5
595,E01002840,-0.173592,51.481989,1,6
596,E01002898,-0.183184,51.490681,1,64
597,E01002899,-0.167925,51.486846,1,47
598,E01002851,-0.198496,51.493255,1,50
599,E01002877,-0.222136,51.515108,1,27
600,E01002859,-0.15952,51.491661,1,2
601,E01002855,-0.209505,51.521121,1,82
602,E01002908,-0.222422,51.522576,1,74
603,E01002819,-0.166034,51.498058,1,64
604,E01002889,-0.193004,51.500994,1,26
605,E01002835,-0.182073,51.493271,1,81
606,E01002902,-0.157321,51.492615,1,24
607,E01002848,-0.200691,51.49239,1,55
608,E01002884,-0.197159,51.508882,1,46
609,E01002827,-0.194114,51.509374,1,43
610,E01000004,-0.079251,51.509528,1,37
611,E01000004,-0.104376,51.518749,1,48
612,E01000004,-0.089538,51.515091,1,17
613,E01000004,-0.094267,51.512291,1,20
614,E01000004,-0.078937,51.520404,1,43
615,E01000004,-0.086694,51.510729,1,1
616,E01000004,-0.099329,51.51534,1,2
617,E01000004,-0.093335,51.513894,1,15
618,E01000003,-0.094786,51.520572,1,46
619,E01000004,-0.106569,51.511051,1,19
620,E01000004,-0.104426,51.514074,1,66
621,E01000004,-0.104138,51.514069,1,2
622,E01002704,-0.089453,51.520576,1,19
623,E01000004,-0.091046,51.513497,1,16
624,E01000004,-0.081374,51.513879,1,11
625,E01000004,-0.082113,51.513441,1,35
626,E01000004,-0.086857,51.510282,1,50
627,E01000004,-0.093342,51.510297,1,15
628,E01000004,-0.089037,51.513285,1,47
629,E01000004,-0.099437,51.519659,1,42
630,E01000004,-0.083533,51.510497,1,66
631,E01000004,-0.10061,51.515721,1,56
632,E01000004,-0.094123,51.512288,1,12
